iata,timezone,gmt_offset,offset_hours,name,city_code,country_id,latitude,longitude,elevation,icao
EYP,America/Bogota,GMT -5:00,-5,El Yopal Airport,EYP,CO,5.3201424,-72.3844780905434,1010,SKYP
EYW,America/New_York,GMT -5:00,-5,Key West International Airport,EYW,US,24.5554773,-81.7596160347508,16,KEYW
EZE,America/Argentina/Buenos_Aires,GMT -3:00,-3,Ministro Pistarini Airport,BUE,AR,-34.81681415,-58.5474233505226,65,SAEZ
HCZ,Asia/Shanghai,GMT +8:00,8,Chenzhou Beihu Airport,HCZ,CN,25.75482855,112.849660051663,1059,ZGCZ
SDZ,Europe/London,GMT +0:00,0,Shetland Islands,SDZ,GB,60.31724307915,-1.26169442216,0,
BVD,America/Nome,GMT -9:00,-9,Sea Port,BVD,US,53.733334,-166.31667,0,
MLH,Europe/Zurich,GMT +1:00,1,EuroAirport Basel-Mulhouse-Freiburg,EAP,CH,47.60323695,7.52434812773247,853,
ZST,America/Vancouver,GMT -8:00,-8,Stewart,ZST,CA,55.9356393,-129.982669631414,24,CZST
DGE,Australia/Sydney,GMT +11:00,11,Mudgee,DGE,AU,-32.56243675,149.613934263557,1515,YMDG
DGT,Asia/Manila,GMT +8:00,8,Dumaguete Airport,DGT,PH,9.3340538,123.301985742103,19,RPVD
DWN,America/Chicago,GMT -6:00,-6,Downtown Airpark,OKC,US,35.45,-97.53333,1210,
FNA,Africa/Freetown,GMT +0:00,0,Lungi International Airport,FNA,SL,8.6153394,-13.2002559056843,98,GFLL
MNM,America/Menominee,GMT -6:00,-6,Menominee,MNM,US,45.12740955,-87.6386125081761,577,KMNM
MNO,Africa/Lubumbashi,GMT +2:00,2,Manono,MNO,CD,-7.288374,27.3936965,2053,FZRA
MQT,America/Detroit,GMT -5:00,-5,Sawyer International Airport,MQT,US,46.349652,-87.3871745,1204,KSAW
MHG,Europe/Berlin,GMT +1:00,1,Mannheim Airport,MHG,DE,49.4748305,8.51625942177832,282,EDFM
MHH,America/Nassau,GMT -5:00,-5,Marsh Harbour International Airport,MHH,BS,26.5113679,-77.0844897451986,22,MYAM
MHK,America/Chicago,GMT -6:00,-6,Manhattan Municipal Airport,MHK,US,39.13875695,-96.6696133020668,1046,KMHK
MHQ,Europe/Mariehamn,GMT +2:00,2,Mariehamn Airport,MHQ,AX,60.12150465,19.8969076112812,45,EFMA
YCQ,America/Dawson_Creek,GMT -7:00,-7,Chetwynd,YCQ,CA,55.6871986,-121.626998,2000,CYCQ
LDH,Australia/Lord_Howe,GMT +11:00,11,Lord Howe Island Airport,LDH,AU,-31.53840335,159.076011184416,5,YLHI
YED,America/Edmonton,GMT -7:00,-7,Namao Field,YEA,CA,53.5,-113.5,0,
MQQ,Africa/Ndjamena,GMT +1:00,1,Moundou,MQQ,TD,8.6324556,16.0772710529849,1377,FTTD
MQS,America/St_Vincent,GMT -4:00,-4,Mustique,MQS,VC,12.88770805,-61.1797922776637,22,TVSM
LOZ,America/New_York,GMT -5:00,-5,Corbin-london,LOZ,US,37.087223,-84.07694,1217,KLOZ
LPA,Atlantic/Canary,GMT +0:00,0,Gran Canaria Airport,LPA,ES,27.92879945,-15.3891820716095,55,GCLP
LOQ,Africa/Gaborone,GMT +2:00,2,Lobatse,LOQ,BW,-25.1982784,25.7136876,3756,FBLO
LPE,America/Bogota,GMT -5:00,-5,La Primavera,LPE,CO,3.733333,-76.21667,5452,SKIM
LPI,Europe/Stockholm,GMT +1:00,1,Linkoping City Airport,LPI,SE,58.4045718,15.6916699114514,141,ESSL
PRS,Pacific/Guadalcanal,GMT +11:00,11,Parasi,PRS,SB,-8.166667,158,0,AGGP
QJI,America/Godthab,GMT -2:00,-2,Heliport,QJI,GL,68.833336,-52,0,
YAE,America/Vancouver,GMT -8:00,-8,Alta Lake,YAE,CA,50.166668,-123,4671,
AFR,Pacific/Port_Moresby,GMT +10:00,10,Afore,AFR,PG,-9.13834475,148.390971418579,2385,AYAF
AHI,Asia/Jayapura,GMT +9:00,9,Amahai,AHI,ID,-3.34785185,128.927463287437,59,WAPA
CBZ,America/Sitka,GMT -9:00,-9,Cabin Creek,CBZ,US,55.38333,-132.41667,843,
CMU,Pacific/Port_Moresby,GMT +10:00,10,Chimbu,CMU,PG,-6.0242193,144.970414703508,4980,AYCH
FNB,Europe/Berlin,GMT +1:00,1,Neubrandenburg,FNB,DE,53.59858005,13.3059331995795,209,EDBN
FNC,Atlantic/Madeira,GMT +0:00,0,Madeira Airport,FNC,PT,32.69817005,-16.7738941504303,200,LPMA
FND,Indian/Maldives,GMT +5:00,5,Funadhoo Airport,FND,MV,6.16165575,73.2878010233472,0,
GOF,America/Chicago,GMT -6:00,-6,Goodfellow AFB,SJT,US,31.466667,-100.433334,1837,
HHP,Asia/Hong_Kong,GMT +8:00,8,H K Heliport,HKG,HK,22.318056,114.2,22,
HLT,Australia/Melbourne,GMT +11:00,11,Hamilton,HLT,AU,-37.6461354,142.060715888901,761,YHML
MQU,America/Bogota,GMT -5:00,-5,Mariquita,MQU,CO,5.2125301,-74.8838739706668,1404,SKQU
ADD,Africa/Addis_Ababa,GMT +3:00,3,Addis Ababa Bole International Airport,ADD,ET,8.97958075,38.7972796892907,7601,HAAB
DVD,Indian/Antananarivo,GMT +3:00,3,Andavadoaka,DVD,MG,-22.078333,43.259167,42,
MRB,America/New_York,GMT -5:00,-5,Eastern Wv Regional Airport/Shepherd Field,MRB,US,39.40215315,-77.9858077363534,531,KMRB
MRO,Pacific/Auckland,GMT +13:00,13,Masterton/Hood Aerodrome,MRO,NZ,-40.9746295,175.633776954204,347,NZMS
MRQ,Asia/Manila,GMT +8:00,8,Marinduque,MRQ,PH,13.3614541,121.825399426852,45,RPUW
MTO,America/Chicago,GMT -6:00,-6,Coles County Memorial,MTO,US,39.4760792,-88.2782701209596,708,KMTO
MSO,America/Denver,GMT -7:00,-7,Missoula International Airport,MSO,US,46.91686665,-114.087800538914,3185,KMSO
MSP,America/Chicago,GMT -6:00,-6,Minneapolis-St. Paul International Airport,MSP,US,44.87801905,-93.2209280537696,803,KMSP
MSQ,Europe/Minsk,GMT +3:00,3,Minsk National Airport,MSQ,BY,53.8899573,28.0350696264597,685,UMMS
LPG,America/Argentina/Buenos_Aires,GMT -3:00,-3,La Plata,LPG,AR,-34.916668,-57.95,150,SADL
LPJ,America/Caracas,GMT -4:00,-4,Pijiguaos,LPJ,VE,7,-67.666664,183,SVAS
LPK,Europe/Moscow,GMT +3:00,3,Lipetsk Airport,LPK,RU,52.61667,39.6,511,UUOL
JOC,America/Los_Angeles,GMT -8:00,-8,Centerport Heliport,SNA,US,33.666668,-117.869446,0,
JSN,America/Los_Angeles,GMT -8:00,-8,Sherman Oaks Heliport,LAX,US,34.066666,-118.25,0,
YNF,America/St_Johns,GMT -3:00,-3,Deer Lake/Stephenville,YNF,CA,48.946945,-57.94389,0,
YNR,America/Winnipeg,GMT -6:00,-6,Arnes,YNR,CA,50.833332,-97,0,
YNE,America/Winnipeg,GMT -6:00,-6,Norway House Airport,YNE,CA,53.95694255,-97.8482387248767,734,CYNE
KKF,America/Nome,GMT -9:00,-9,Kagvik Creek,KKF,US,67.6,-163.5,0,
LPO,America/Chicago,GMT -6:00,-6,Municipal,LPO,US,41.6,-86.71667,803,KPPO
LPX,Europe/Riga,GMT +2:00,2,Liepaya Airport,LPX,LV,56.516666,21.1,19,EVLA
LPY,Europe/Paris,GMT +1:00,1,Loudes Airport,LPY,FR,45.083332,3.766667,2660,LFHP
OCC,America/Guayaquil,GMT -5:00,-5,Coca Airport,OCC,EC,-0.4567311,-76.9900203236099,774,SECO
OCH,America/Chicago,GMT -6:00,-6,A L Mangham Jr. Regional,OCH,US,31.576551,-94.7080064802873,288,KOCH
KBK,America/Sitka,GMT -9:00,-9,Klag Bay,KBK,US,57.666668,-136.16667,0,
SGG,Asia/Kuching,GMT +8:00,8,Simanggang,SGG,MY,1.222778,111.460556,32,
DJU,Atlantic/Reykjavik,GMT +0:00,0,Djupivogur,DJU,IS,64.6430303,-14.2775558,16,BIDV
DKA,Africa/Lagos,GMT +1:00,1,Katsina,DKA,NG,13.0057213,7.65945521628926,1617,
HAE,America/Phoenix,GMT -7:00,-7,Havasupai,HAE,US,36.230556,-112.66944,4366,
HAP,Australia/Brisbane,GMT +10:00,10,Long Island,HAP,AU,-20.5,148.75,0,
HCB,America/Anchorage,GMT -9:00,-9,Shoal Cove,HCB,US,55.45,-131.28334,150,
ILY,Europe/London,GMT +0:00,0,Glenegedale Airport,ILY,GB,55.68289935,-6.25745250603505,22,EGPI
IMK,Asia/Kathmandu,GMT +5:00,5,Simikot,IMK,NP,29.97058895,81.8183855649316,9711,VNST
IMQ,Asia/Tehran,GMT +3:00,3,Maku International Airport,IMQ,IR,39.1930169,44.9220336498845,3120,OITU
ABJ,Africa/Abidjan,GMT +0:00,0,Felix Houphouet Boigny Airport,ABJ,CI,5.2649283,-3.92595733865979,42,DIAP
IXI,Asia/Kolkata,GMT +5:00,5,Lilabari Airport,IXI,IN,27.2961368,94.0973463571901,387,VELR
WNC,America/Anchorage,GMT -9:00,-9,Naukati Bay SPB,WNC,US,55.854168,-133.225,0,
JRD,America/Los_Angeles,GMT -8:00,-8,Heliport,RAL,US,33.983334,-117.36667,0,
NBP,America/New_York,GMT -5:00,-5,Battery Pk City/N. Cov,NYC,US,40.7012724,-74.0080724476003,0,
LQK,America/New_York,GMT -5:00,-5,Pickens,LQK,US,34.88333,-82.7,1102,KLQK
LQM,America/Bogota,GMT -5:00,-5,Puerto Leguizamo,LQM,CO,-0.3,-74.583336,606,SKLG
LRB,Africa/Maseru,GMT +2:00,2,Leribe,LRB,LS,-28.966667,28,5377,FXLR
LRT,Europe/Paris,GMT +1:00,1,Lann Bihoue Airport,LRT,FR,47.75374,-3.436394,190,LFRH
LRU,America/Denver,GMT -7:00,-7,Municipal,LRU,US,32.290833,-106.92167,4442,KLRU
IXJ,Asia/Kolkata,GMT +5:00,5,Satwari Airport,IXJ,IN,32.6883122,74.8387369943597,951,VIJU
AEK,Pacific/Port_Moresby,GMT +10:00,10,Aseki,AEK,PG,-7.366667,146.28334,3694,AYAX
ARL,Africa/Ouagadougou,GMT +0:00,0,Arly,ARL,BF,11.5970001,1.483,580,DFER
LRV,America/Caracas,GMT -4:00,-4,Los Roques,LRV,VE,11.833333,-66.75,0,SVRS
LSB,America/Denver,GMT -7:00,-7,Lordsburg,LSB,US,32.416668,-108.666664,4396,KLSB
LSD,America/New_York,GMT -5:00,-5,Blue Grass Station Army Heliport,LEX,US,38.0317136,-84.4951359,1000,
LSK,America/Denver,GMT -7:00,-7,Lusk,LSK,US,42.788082,-104.445526,5068,KLSK
LSM,Asia/Kuching,GMT +8:00,8,Lawas,LSM,MY,4.002778,118.00833,0,WBGD
LSN,America/Los_Angeles,GMT -8:00,-8,Los Banos,LSN,US,37.066666,-120.85,124,KLSN
LSO,Europe/Paris,GMT +1:00,1,Talmont,LSO,FR,46.5,-1.783333,32,LFOO
BWE,Europe/Berlin,GMT +1:00,1,Braunschweig,BWE,DE,52.266666,10.533333,229,EDVE
CHI,America/Chicago,GMT -6:00,-6,Chicago FSS,CHI,US,41.8781136,-87.6297982,744,
CKX,America/Anchorage,GMT -9:00,-9,Chicken,CKX,US,64.06816475,-141.952838874815,1515,CKX
LSQ,America/Santiago,GMT -3:00,-3,Los Angeles,LSQ,CL,-37.3975,-72.422775,416,SCGE
LSV,America/Los_Angeles,GMT -8:00,-8,Nellis AFB,LAS,US,36.3,-115.8,6295,KLSV
CRY,Australia/Perth,GMT +8:00,8,Carlton Hill,CRY,AU,-15.466667,128.61667,144,
CSL,America/Los_Angeles,GMT -8:00,-8,O Sullivan Army Air Field,CSL,US,35.236668,-120.63917,167,
DMM,Asia/Riyadh,GMT +3:00,3,King Fahd International Airport,DMM,SA,26.46739665,49.7988784407949,108,OEDF
ITO,Pacific/Honolulu,GMT -10:00,-10,Hilo International Airport,ITO,US,19.7188306,-155.047553914477,39,PHTO
ITP,America/Sao_Paulo,GMT -3:00,-3,Itaperuna,ITP,BR,-21.219961,-41.8758298833333,331,SDUN
IWS,America/Chicago,GMT -6:00,-6,West Houston,HOU,US,29.81916285,-95.6737914876497,131,KIWS
IXA,Asia/Kolkata,GMT +5:00,5,Agartala Airport,IXA,IN,23.8882755,91.2400665841287,45,VEAT
IXB,Asia/Kolkata,GMT +5:00,5,Bagdogra Airport,IXB,IN,26.6821128,88.3290687059284,255,VEBD
IXC,Asia/Kolkata,GMT +5:00,5,Chandigarh Airport,IXC,IN,30.67419225,76.7909850646002,1020,VICG
IXD,Asia/Kolkata,GMT +5:00,5,Bamrauli Airport,IXD,IN,25.43689825,81.7342101667364,308,VIAL
IXE,Asia/Kolkata,GMT +5:00,5,Mangalore Airport,IXE,IN,12.9563358,74.8876523996083,301,VOML
IXK,Asia/Kolkata,GMT +5:00,5,Keshod,IXK,IN,21.31486295,70.2678936622659,160,VAKS
MUV,America/New_York,GMT -5:00,-5,Mustin Alf,PHL,US,39.868057,-75.24861,19,
LSW,Asia/Jakarta,GMT +7:00,7,Malikus Saleh Airport,LSW,ID,5.166667,97.166664,0,WITM
LSX,Asia/Jakarta,GMT +7:00,7,Lhok Sukon,LSX,ID,5.066667,97.316666,22,WITL
IXM,Asia/Kolkata,GMT +5:00,5,Madurai Airport,IXM,IN,9.83575295,78.0939731297117,410,VOMD
AAT,Asia/Urumqi,GMT +6:00,6,Altay Airport,AAT,CN,47.74833705,88.0894824904233,2408,ZWAT
ABB,Africa/Lagos,GMT +1:00,1,Asaba International Airport,ABB,NG,6.20565465,6.66385456506626,216,DNAS
YCV,America/Montreal,GMT -5:00,-5,Cartierville,YCV,CA,45.516666,-73.75,0,
AFS,Asia/Samarkand,GMT +5:00,5,Zarafshan,AFS,UZ,41.6155248,64.2317714041872,1338,UTSN
AIC,Pacific/Majuro,GMT +12:00,12,Airok,AIC,MH,7.5,170.83333,16,
XYP,Europe/Stockholm,GMT +1:00,1,Avesta Krylbo,XYP,SE,60.1312969721,16.215858548,285,
TRP,America/Anchorage,GMT -9:00,-9,Tree Point Heliport,TRP,US,57.353380232532,-154.052675125,0,
LSZ,Europe/Zagreb,GMT +1:00,1,Losinj Airport,LSZ,HR,44.566944,14.385833,101,LDLO
LTA,Africa/Johannesburg,GMT +2:00,2,Letaba,LTA,ZA,-23.833332,30.15,2408,FATZ
LTB,Australia/Hobart,GMT +11:00,11,Latrobe,LTB,AU,-41.233334,146.4,19,
LTC,Africa/Ndjamena,GMT +1:00,1,Lai,LTC,TD,9.416667,16.3,1141,FTTH
LTD,Africa/Tripoli,GMT +2:00,2,Ghadames,LTD,LY,30.129168,9.509722,1059,HLTD
LRF,America/Chicago,GMT -6:00,-6,Little Rock AFB,LRF,US,34.90592735,-92.1387699875984,337,KLRF
LTG,Asia/Kathmandu,GMT +5:00,5,Langtang,LTG,NP,28.233334,85.6,16332,VNLT
YMC,America/Montreal,GMT -5:00,-5,Maricourt Airstrip,YMC,CA,56.566666,-70.816666,0,
LSC,America/Santiago,GMT -3:00,-3,La Florida Airport,LSC,CL,-29.91554595,-71.2019442433357,469,SCSE
LTI,Asia/Hovd,GMT +7:00,7,Altai,LTI,MN,46.65,96.416664,6250,ZMAT
IXR,Asia/Kolkata,GMT +5:00,5,Birsa Munda Airport,IXR,IN,23.31458225,85.3255462075255,2086,VERC
AGG,Pacific/Port_Moresby,GMT +10:00,10,Angoram,AGG,PG,-4.168611,144.07388,19,
IXU,Asia/Kolkata,GMT +5:00,5,Chikkalthana Airport,IXU,IN,19.86437015,75.4024420484369,1889,VAAU
LSE,America/Chicago,GMT -6:00,-6,La Crosse Regional Airport,LSE,US,43.878607,-91.2555715354231,587,KLSE
LSL,America/Costa_Rica,GMT -6:00,-6,Los Chiles,LSL,CR,11.03558365,-84.7053225892727,137,MRLC
LSP,America/Caracas,GMT -4:00,-4,Josefa Camejo Airport,LSP,VE,11.77786265,-70.1475670409119,72,SVJC
CIV,America/Sitka,GMT -9:00,-9,Chomley,CIV,US,55.216667,-132.21666,249,
CLC,America/Chicago,GMT -6:00,-6,Metroport,CLC,US,29.556944,-95.1375,59,
CRJ,Australia/Adelaide,GMT +10:00,10,Coorabie,CRJ,AU,-31.8943996,132.2960052,32,
CWS,America/Los_Angeles,GMT -8:00,-8,Center Island,CWS,US,47.485,-122.83139,311,78WA
DMO,America/Chicago,GMT -6:00,-6,Sedalia,DMO,US,38.70902845,-93.1753328280421,885,KDMO
DRS,Europe/Berlin,GMT +1:00,1,Dresden International Airport,DRS,DE,51.1342993,13.7694807799886,748,EDDC
IXW,Asia/Kolkata,GMT +5:00,5,Sonari,IXW,IN,22.8136029,86.1693038372328,469,VEJS
IXY,Asia/Kolkata,GMT +5:00,5,Kandla,IXY,IN,23.1135071,70.1030834293002,82,VAKE
IXZ,Asia/Kolkata,GMT +5:00,5,Port Blair Airport,IXZ,IN,11.640875,92.7303655063291,39,VOPB
JGA,Asia/Kolkata,GMT +5:00,5,Govardhanpur Airport,JGA,IN,22.46683525,70.0070807607374,36,VAJM
JGB,Asia/Kolkata,GMT +5:00,5,Jagdalpur,JGB,IN,19.0734828,82.0347740277966,1837,
JGD,Asia/Shanghai,GMT +8:00,8,Jiagedaqi Airport,JGD,CN,50.37175975,124.115838275056,1167,ZYJD
NDP,America/Chicago,GMT -6:00,-6,Ellyson NAS,PNS,US,30.4725,-87.18833,75,
LSS,America/Guadeloupe,GMT -4:00,-4,Terre-de-Haut,LSS,GP,15.8644407,-61.5807083304246,42,TFFS
LST,Australia/Hobart,GMT +11:00,11,Launceston Airport,LST,AU,-41.54372585,147.213260828481,485,YMLT
LSY,Australia/Sydney,GMT +11:00,11,Lismore Airport,LSY,AU,-28.83071845,153.258901570903,59,YLIS
LVA,Europe/Paris,GMT +1:00,1,Entrammes,LVA,FR,48.0321305,-0.743244459204597,305,LFOV
JOJ,America/Cambridge_Bay,GMT -7:00,-7,Doris Lake Aerodrome,UZM,CA,68.125278,-106.585278,72,
LUW,Asia/Makassar,GMT +8:00,8,Bubung Airport,LUW,ID,-0.933333,122.78333,1397,WAMW
LVB,America/Sao_Paulo,GMT -3:00,-3,Dos Galpoes,LVB,BR,-30.833332,-55.61667,997,
LVL,America/New_York,GMT -5:00,-5,Lawrenceville,LVL,US,36.75,-77.833336,229,KLVL
LVM,America/Denver,GMT -7:00,-7,Mission Field,LVM,US,45.666668,-110.566666,4658,KLVM
LVS,America/Denver,GMT -7:00,-7,Las Vegas,LVS,US,35.6,-105.21667,6476,KLVS
NIE,America/Anchorage,GMT -9:00,-9,Niblack,NIE,US,55.066666,-132.15,134,
JSH,Europe/Athens,GMT +2:00,2,Sitia Airport,JSH,GR,35.2161444,26.1008840203974,376,LGST
JSI,Europe/Athens,GMT +2:00,2,Skiathos Airport,JSI,GR,39.17848895,23.5031852678378,54,LGSK
KAB,Africa/Harare,GMT +2:00,2,Kariba,KAB,ZW,-16.517941,28.8882007024888,1706,FVKB
LBE,America/New_York,GMT -5:00,-5,Westmoreland County Airport,LBE,US,40.2729348,-79.406419571798,1199,KLBE
LBF,America/Chicago,GMT -6:00,-6,Lee Bird Field,LBF,US,41.12802075,-100.688624423616,2777,KLBF
ZFB,America/Blanc-Sablon,GMT -4:00,-4,Old Fort Bay,ZFB,CA,51.583332,-57.916668,0,
ALM,America/Denver,GMT -7:00,-7,Municipal,ALM,US,32.845833,-105.985275,4206,KALM
AOL,America/Argentina/Cordoba,GMT -3:00,-3,Paso De Los Libres,AOL,AR,-29.68922305,-57.1510149870731,219,SARL
ASH,America/New_York,GMT -5:00,-5,Boire Field,ASH,US,42.78259315,-71.5176305296761,160,KASH
BGL,Asia/Kathmandu,GMT +5:00,5,Baglung,BGL,NP,28.2127945,83.6656309,3274,VNBL
BGT,America/Phoenix,GMT -7:00,-7,Bagdad,BGT,US,34.5932537,-113.1728287,4156,E51
BJO,America/La_Paz,GMT -4:00,-4,Bermejo,BJO,BO,-22.866667,-64.333336,1141,SLBJ
CSW,America/Porto_Velho,GMT -4:00,-4,Colorado do Oeste,CSW,BR,-13.019444,-61.168056,711,
DAO,Pacific/Port_Moresby,GMT +10:00,10,Dabo,DAO,PG,-8.433056,147.84944,101,
FCT,America/Los_Angeles,GMT -8:00,-8,Firing Center AAF,YKM,US,46.6,-120.51667,1059,
FLU,America/New_York,GMT -5:00,-5,Flushing,NYC,US,40.775555,-73.83444,36,
JCX,America/Los_Angeles,GMT -8:00,-8,Citicorp Plaza Heliport,LAX,US,34.066666,-118.25,360,
JHW,America/New_York,GMT -5:00,-5,Jamestown Airport,JHW,US,42.15277265,-79.2645397433636,1735,KJHW
JKH,Europe/Athens,GMT +2:00,2,Chios Airport,JKH,GR,38.3421243,26.1401712855832,29,LGHI
JKL,Europe/Athens,GMT +2:00,2,Kalymnos Island National Airport,JKL,GR,36.9632747,26.9399813651943,715,LGKY
JKR,Asia/Kathmandu,GMT +5:00,5,Janakpur Airport,JKR,NP,26.71019515,85.9237473304876,203,VNJP
AMU,Pacific/Port_Moresby,GMT +10:00,10,Amanab,AMU,PG,-3.516667,141.15,1112,AYAM
AMY,Indian/Antananarivo,GMT +3:00,3,Ambatomainty,AMY,MG,-17.683332,45.666668,938,
AOB,Pacific/Port_Moresby,GMT +10:00,10,Annanberg,AOB,PG,-4.916667,144.65,150,
DGA,America/Belize,GMT -6:00,-6,Dangriga,DGA,BZ,17.183332,-88.566666,337,
ZFZ,America/New_York,GMT -5:00,-5,Buffalo Depew Rr,BUF,US,42.8864468,-78.8783689,0,
LDI,Africa/Dar_es_Salaam,GMT +3:00,3,Kikwetu,LDI,TZ,-9.850524,39.7587193663085,100,HTLI
BOF,America/New_York,GMT -5:00,-5,Bolling AFB,WAS,US,38.9,-77.03333,108,
LDJ,America/New_York,GMT -5:00,-5,Linden,LDJ,US,40.61657115,-74.2457543093848,23,KLDJ
LWK,Europe/London,GMT +0:00,0,Lerwick/Tingwall,SDZ,GB,60.15,-1.15,0,EGET
LDY,Europe/London,GMT +0:00,0,City of Derry Airport,LDY,GB,55.03979575,-7.15590275475282,22,EGAE
BAU,America/Sao_Paulo,GMT -3:00,-3,Bauru Airport,BRI,BR,-22.3450535,-49.0532814580298,2047,
DGK,Africa/Maputo,GMT +2:00,2,Dugong,DGK,MZ,-22.134167,35.443611,0,
LEJ,Europe/Berlin,GMT +1:00,1,Leipzig/Halle Airport,LEJ,DE,51.4211901,12.2295859048663,465,EDDP
COL,Europe/London,GMT +0:00,0,Isle Of Coll,COL,GB,56.61667,-6.616667,39,EGEL
CUK,America/Belize,GMT -6:00,-6,Caye Caulker,CUK,BZ,17.7351537,-88.0322953740101,16,MZCK
LPW,America/Sitka,GMT -9:00,-9,Little Port Walter,LPW,US,56.38333,-134.83333,1784,
LFT,America/Chicago,GMT -6:00,-6,Lafayette Regional Airport,LFT,US,30.2031617,-91.9899106562817,42,KLFT
LTH,America/Los_Angeles,GMT -8:00,-8,Lathrop Wells,LTH,US,36.6346755,-116.4133813,2595,
LSR,America/Nome,GMT -9:00,-9,Lost River,LSR,US,59.55,-139.73334,42,
LWA,Asia/Manila,GMT +8:00,8,Lwbak,LWA,PH,17.35,121.183334,2309,
ADC,Pacific/Port_Moresby,GMT +10:00,10,Andakombe,ADC,PG,-7.1371023,145.745310048929,3631,AYAN
AFT,Pacific/Guadalcanal,GMT +11:00,11,Afutara Aerodrome,AFT,SB,-9.2,160.85,0,AGAF
AGQ,Europe/Athens,GMT +2:00,2,Agrinion,AGQ,GR,38.6137021,21.3929834,101,LGAG
AGV,America/Caracas,GMT -4:00,-4,Acarigua,AGV,VE,9.552222,-69.23333,711,SVAC
AGX,Asia/Kolkata,GMT +5:00,5,Agatti Island Airport,AGX,IN,10.828967,72.17987,26,VOAT
AIE,Pacific/Port_Moresby,GMT +10:00,10,Aiome,AIE,PG,-5.166667,144.66667,4478,AYAO
LXG,Asia/Vientiane,GMT +7:00,7,Luang Namtha Airport,LXG,LA,21.05,101.46667,2890,VLLN
DOK,Europe/Kiev,GMT +2:00,2,Donetsk International Airport,DOK,UA,48.0713952,37.7407959942687,757,UKCC
DUS,Europe/Berlin,GMT +1:00,1,Dusseldorf International Airport,DUS,DE,51.2869035,6.76173666502451,108,EDDL
FIE,Europe/London,GMT +0:00,0,Fair Isle,FIE,GB,59.5347796,-1.62849782604845,259,EGEF
HDA,America/Sitka,GMT -9:00,-9,Hidden Falls,HDA,US,57.2,-134.85,0,
NQT,Europe/London,GMT +0:00,0,Nottingham Airport,NQT,GB,52.966667,-1.166667,111,EGBN
OHE,Asia/Shanghai,GMT +8:00,8,Mohe Airport,OHE,CN,52.9156841,122.425259851876,1804,ZYMH
OHH,Asia/Srednekolymsk,GMT +11:00,11,Novostroyka Airport,OHH,RU,53.51637295,142.873319072322,95,UHSH
NWS,America/New_York,GMT -5:00,-5,Pier 11/Wall St. SPB,NYC,US,40.703056,-74.01056,36,
WOO,America/Anchorage,GMT -9:00,-9,Woodchopper,WOO,US,65.333336,-143.53334,1374,
LXN,America/Chicago,GMT -6:00,-6,Lexington,LXN,US,40.783333,-99.75,2345,KLXN
TIS,Australia/Brisbane,GMT +10:00,10,Thursday Island,TIS,AU,-10.5,142.05,0,
LXR,Africa/Cairo,GMT +2:00,2,Luxor International Airport,LXR,EG,25.6705395,32.706567384215,82,HELX
DDI,Australia/Brisbane,GMT +10:00,10,Daydream Island,DDI,AU,-20.266666,148.81667,0,
DOI,Pacific/Port_Moresby,GMT +10:00,10,Doini,DOI,PG,-10.70118125,150.723084186818,32,AYDO
LXS,Europe/Athens,GMT +2:00,2,Limnos Airport,LXS,GR,39.91859355,25.2361242492644,29,LGLM
LFW,Africa/Lome,GMT +0:00,0,Lome Airport,LFW,TG,6.17020235,1.2560093951906,72,DXXX
LGA,America/New_York,GMT -5:00,-5,LaGuardia Airport,NYC,US,40.7757145,-73.8733639851155,21,KLGA
LGB,America/Los_Angeles,GMT -8:00,-8,Long Beach Airport,LGB,US,33.8155659,-118.153429221667,60,KLGB
AIY,America/New_York,GMT -5:00,-5,Bader Field,AIY,US,39.3859082,-74.4254622,-3,
BAJ,Pacific/Port_Moresby,GMT +10:00,10,Bali,BAJ,PG,-4.833333,149.13333,0,
LGD,America/Los_Angeles,GMT -8:00,-8,La Grande,LGD,US,45.2891675,-118.007720541513,2717,KLGD
LGG,Europe/Brussels,GMT +1:00,1,Liege Airport,LGG,BE,50.6385382,5.44092044517266,659,EBLG
LGI,America/Nassau,GMT -5:00,-5,Deadmans Cay Airport,LGI,BS,23.1785489,-75.0883369563434,9,MYLD
LGK,Asia/Kuala_Lumpur,GMT +8:00,8,Langkawi International Airport,LGK,MY,6.3296375,99.7285434852017,29,WMKL
LLE,Africa/Johannesburg,GMT +2:00,2,Malelane,LLE,ZA,-25.47372045,31.5653908989215,1024,FAMN
LXU,Africa/Lusaka,GMT +2:00,2,Lukulu,LXU,ZM,-14.416667,23.2,3353,FLLK
LLJ,Asia/Jakarta,GMT +7:00,7,Silampari Airport,LLJ,ID,-3.2889355,102.91416981571,371,WIKL
LXV,America/Denver,GMT -7:00,-7,Leadville,LXV,US,39.22008835,-106.315988677845,9911,KLXV
SIL,Pacific/Port_Moresby,GMT +10:00,10,Sila,SIL,PG,-8.333333,147.5,4002,AYSG
LLO,Asia/Makassar,GMT +8:00,8,Bua Airport,LLO,ID,-3.0777591,120.243614405562,13,WAFD
LLT,Africa/Luanda,GMT +1:00,1,Lobito,LLT,AO,-12.3711467,13.5385925907648,0,
AKH,Asia/Riyadh,GMT +3:00,3,Prince Sultan Air Base,AKH,SA,24.063334,47.580555,1568,OEPS
YDH,America/St_Johns,GMT -3:00,-3,Daniels Harbour,YDH,CA,50.216667,-57.583332,0,
